#Datasets	SIG040.A0101.unmapped	FUT024.B0101.unmapped	NMU129.A0101.unmapped	NMU118.A0101.unmapped	HCLVMBCX2-3505-09-00-01_S9.unmapped	NMU119.A0101.unmapped	PAH002.A0101.unmapped	SIG041.A0101.unmapped	TON001.C0101.unmapped	NMU131.A0101.unmapped	NMU128.A0101.unmapped	AKI002.A0101.unmapped	TAP001.B0101.unmapped	PAH003.A0101.unmapped	HCLVMBCX2-3505-10-00-01_S10.unmapped	HCLVMBCX2-3505-15-00-01_S15.unmapped	HCLVMBCX2-3505-22-00-01_S22.unmapped	SIG038.A0101.unmapped	SIG042.A0101.unmapped	SIG039.A0101.unmapped	HCLVMBCX2-3505-27-00-01_S27.unmapped	AKI001.A0101.unmapped	HCLVMBCX2-3505-19-00-01_S19.unmapped	TON007.B0101.unmapped	NMU127.A0101.unmapped	HCLVMBCX2-3505-24-00-01_S24.unmapped	SIG032.A0101.unmapped	ANN001.A0101.unmapped	NMU116.A0101.unmapped	HCLVMBCX2-3505-21-00-01_S21.unmapped	NMU117.A0101.unmapped	HCLVMBCX2-3505-28-00-01_S28.unmapped	HCLVMBCX2-3505-33-00-01_S33.unmapped	NMU126.A0101.unmapped	SIG031.A0101.unmapped	AMH004.A0101.unmapped	RAP002.A0101.unmapped	HCLVMBCX2-3505-16-00-01_S16.unmapped	HCLVMBCX2-3505-13-00-01_S13.unmapped	HCLVMBCX2-3505-25-00-01_S25.unmapped	NMU124.A0101.unmapped	RAP001.A0101.unmapped	EFE002.B0101.unmapped	SIG034.A0101.unmapped	FUT018.B0101.unmapped	AMH003.A0101.unmapped	HCLVMBCX2-3505-18-00-01_S18.unmapped	HCLVMBCX2-3505-20-00-01_S20.unmapped	HCLVMBCX2-3505-32-00-01_S32.unmapped	PAH001.A0102.unmapped	SIG046.A0101.unmapped	AON001.A0101.unmapped	SIG035.A0101.unmapped	TON005.B0101.unmapped	ANN003.A0101.unmapped	NMU125.A0101.unmapped	SIG033.A0101.unmapped	AMH002.A0101.unmapped	NMU123.A0101.unmapped	ANN002.A0101.unmapped	HCLVMBCX2-3505-17-00-01_S17.unmapped	HCLVMBCX2-3505-29-00-01_S29.unmapped	SIG040.A0201.unmapped	NMU115.A0101.unmapped	HCLVMBCX2-3505-12-00-01_S12.unmapped	SIG047.A0101.unmapped	TON006.B0101.unmapped	EFE003.B0101.unmapped	SIG037.A0101.unmapped	EFE005.B0101.unmapped	AMH001.A0101.unmapped	ATT002.A0101.unmapped	AHK001.A0101.unmapped	SIG043.A0101.unmapped	SIG046.A0201.unmapped	HCLVMBCX2-3505-31-00-01_S31.unmapped	NMU122.A0101.unmapped	ATT001.A0101.unmapped	HCLVMBCX2-3505-26-00-01_S26.unmapped	FUT021.B0101.unmapped	EFE004.B0101.unmapped	HCLVMBCX2-3505-14-00-01_S14.unmapped	HCLVMBCX2-3505-03-00-01_S3.unmapped	NMU120.A0101.unmapped	SIG044.A0101.unmapped	HCLVMBCX2-3505-02-00-01_S2.unmapped	HCLVMBCX2-3505-01-00-01_S1.unmapped	ANK001.A0101.unmapped	EFE006.B0101.unmapped	TON003.B0101.unmapped	HCLVMBCX2-3505-08-00-01_S8.unmapped	HCLVMBCX2-3505-07-00-01_S7.unmapped	HCLVMBCX2-3505-11-00-01_S11.unmapped	TON004.B0101.unmapped	NMU121.A0101.unmapped	SIG045.A0101.unmapped	ANN004.A0101.unmapped	HCLVMBCX2-3505-06-00-01_S6.unmapped	NMU130.A0101.unmapped	HCLVMBCX2-3505-05-00-01_S5.unmapped	AON002.A0101.unmapped	SIG036.A0101.unmapped	TAP003.B0101.unmapped	HCLVMBCX2-3505-04-00-01_S4.unmapped	HCLVMBCX2-3505-23-00-01_S23.unmapped
Porphyrobacter neustonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0
Porphyrobacter sp. CACIAM 03H1	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0
Porphyrobacter sp. LM 6	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blastomonas	129	0	0	0	0	0	0	109	0	111	0	0	0	0	0	0	0	96	0	0	0	0	234	0	0	206	0	0	95	0	0	0	21	0	0	0	0	0	0	208	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	131	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	180
Citromicrobium sp. JL477	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0
Novosphingobium aromaticivorans	106	0	0	0	0	0	0	127	0	89	0	0	0	0	0	0	269	79	0	0	0	0	335	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	99	0	0	256	84	0	0	0	0	0	0	0	0	0	0	0	0	226	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0
Novosphingobium pentaromativorans	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	162	0	0	0	0	55	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Novosphingobium resinovorum	118	0	0	0	0	0	0	142	0	173	0	0	0	0	0	0	0	60	0	0	0	0	387	0	0	0	0	0	92	0	0	0	19	0	0	0	0	0	0	218	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	120	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	118
Novosphingobium sp. PP1Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhizorhabdus dicambivorans	180	0	0	0	0	0	0	169	0	141	0	0	0	0	0	0	0	0	0	0	169	0	436	0	0	161	0	0	97	0	0	0	30	0	0	0	0	0	0	95	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	166	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	352	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0
Sphingobium baderi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobium chlorophenolicum	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobium cloacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	132	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	239
Sphingobium hydrophobicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	164	0	448	0	0	137	0	0	0	0	0	0	40	0	0	0	0	0	0	143	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355
Sphingobium japonicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobium yanoikuyae	80	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	187	0	0	0	0	0	170	0	0	148	0	0	58	0	0	0	24	0	0	0	0	0	0	162	0	0	0	0	119	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	183	87	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	379	0	126	179
Sphingobium sp. EP60837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobium sp. MI1205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobium sp. RAC03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobium sp. SYK-6	105	0	0	0	0	0	0	116	0	95	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0
Sphingobium sp. TKS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	132	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	136
Sphingobium sp. YBL2	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	130	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0
Sphingomonas hengshuiensis	134	0	0	0	0	0	0	110	0	188	0	0	0	0	0	0	0	0	0	0	163	0	243	0	0	160	0	0	73	0	0	0	39	0	0	0	0	0	0	260	0	0	0	0	143	0	0	323	80	0	0	0	0	0	0	0	0	0	0	0	0	485	144	0	0	0	0	0	0	0	0	0	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	439	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	431
Sphingomonas indica	228	252	0	0	0	0	0	157	0	95	0	0	0	0	0	0	0	0	0	76	0	203	0	0	0	0	0	0	185	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1164	0	0	0	0	0	0	0	0	0	0	0	0	0	426	0	0	0
Sphingomonas koreensis	158	0	0	0	0	0	0	115	0	206	0	0	0	0	0	0	574	54	0	0	252	182	2029	0	0	481	0	0	107	0	0	0	24	0	0	0	0	0	0	459	0	0	0	0	152	0	0	411	78	0	0	0	0	0	0	0	0	0	0	0	0	402	178	0	0	0	0	0	0	0	0	0	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	512	0	0	430	0	0	0	0	0	0	0	0	0	0	198	0	0	287
Sphingomonas melonis	118	0	0	0	0	0	0	791	0	654	0	0	0	0	0	0	0	860	151	82	346	0	1010	0	0	547	0	0	168	0	0	0	72	0	0	0	0	0	0	658	0	0	0	0	207	0	0	540	0	0	0	0	0	481	0	0	0	0	0	0	0	534	642	0	0	709	0	0	241	0	0	0	0	663	0	261	0	0	0	0	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0	696	0	0	0	0	0	113	0	0	706
Sphingomonas panacis	143	0	0	0	0	0	0	127	0	130	0	0	0	0	0	0	266	0	0	0	379	207	547	0	0	388	0	0	71	0	0	0	36	0	0	0	0	0	0	225	0	0	0	0	109	0	0	377	75	0	0	0	0	0	0	0	0	0	0	0	0	439	163	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	469	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	573
Sphingomonas sanxanigenens	227	0	0	0	0	0	0	175	0	207	0	0	0	0	0	0	0	60	0	0	139	0	273	0	0	170	0	0	121	0	0	0	22	0	0	0	0	0	0	390	0	0	0	0	281	0	0	187	106	0	0	0	0	0	0	0	0	0	0	0	0	173	270	0	0	0	0	0	115	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	439	0	0	0	0	0	0	0	0	0	0	0	0	0	299	0	111	352
Sphingomonas taxi	165	0	0	0	0	0	0	214	0	143	0	0	0	0	0	0	0	83	0	62	254	250	648	0	0	354	0	0	87	0	0	0	48	0	0	0	0	0	0	517	0	0	0	0	149	0	0	419	110	0	0	0	0	0	0	0	0	0	0	0	0	531	180	0	0	0	0	0	0	0	0	0	0	0	0	564	0	0	0	0	0	0	0	0	0	0	0	531	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	497
Sphingomonas wittichii	244	0	0	0	0	0	0	266	0	199	0	0	0	0	0	0	0	0	0	0	108	0	170	0	0	219	0	0	154	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	271	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	224	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	335
Sphingomonas sp. KC8	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	109	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0
Sphingomonas sp. LK11	89	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	136	0	0	337	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	78	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	447	106	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	245
Sphingomonas sp. LM7	147	0	0	0	0	0	0	111	0	209	0	0	0	0	0	0	293	0	0	0	192	0	319	0	0	394	0	0	80	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	164	0	0	345	91	0	0	0	0	0	0	0	0	0	0	0	0	326	137	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	416	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	124
Sphingomonas sp. MM-1	200	0	0	0	0	0	0	186	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	28	0	0	0	0	0	0	144	0	0	0	0	196	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	170	161	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	441	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0
Sphingomonas sp. NIC1	88	0	0	0	0	0	0	110	0	101	0	0	0	0	0	0	188	69	0	0	351	0	492	0	0	477	0	0	59	0	0	0	43	0	0	0	0	0	0	293	0	0	0	0	62	0	0	328	0	0	0	0	0	0	0	0	0	0	0	0	0	226	111	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	179
uncultured Sphingopyxis sp.	111	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	270	0	264	0	0	196	0	0	82	0	0	0	43	0	0	0	0	0	0	410	0	0	0	0	111	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	305	117	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	345
Sphingopyxis alaskensis	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	262	0	0	259	0	0	0	0	0	0	32	0	0	0	0	0	0	209	0	0	0	0	58	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	360	76	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	338
Sphingopyxis fribergensis	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	208	0	0	358	0	0	0	0	0	0	26	0	0	0	0	0	0	361	0	0	0	0	60	0	0	398	0	0	0	0	0	0	0	0	0	0	0	0	0	373	81	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	597
Sphingopyxis granuli	205	0	0	0	0	0	0	156	0	159	0	0	0	0	0	0	0	59	0	51	226	0	268	0	0	553	0	0	111	0	0	0	41	0	0	0	0	0	0	371	0	0	0	0	238	0	0	601	0	0	0	0	0	0	0	0	0	0	0	0	0	264	211	0	0	0	0	0	0	0	0	0	0	0	0	470	0	0	0	0	0	0	0	0	0	0	0	498	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	420
Sphingopyxis macrogoltabida	171	0	0	0	0	0	0	151	0	196	0	0	0	0	0	0	205	0	0	0	589	0	466	0	0	758	0	0	126	313	0	0	85	0	0	0	0	0	0	621	0	0	0	0	183	0	273	704	152	0	0	0	0	0	0	0	0	0	0	0	0	476	205	0	0	0	0	0	0	0	0	0	0	0	0	568	0	0	0	0	0	0	0	0	0	0	0	422	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	602
Sphingopyxis terrae	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	284	0	0	613	0	0	0	0	0	0	52	0	0	0	0	0	0	292	0	0	0	0	83	0	0	543	81	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	453	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	401
Sphingopyxis sp. 113P3	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	439	0	0	141	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	67	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168
Sphingopyxis sp. QXT-31	99	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	363	0	0	64	0	0	0	33	0	0	0	0	0	0	215	0	0	0	0	113	0	0	394	0	0	0	0	0	0	0	0	0	0	0	0	0	236	117	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	188
Sphingorhabdus	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tardibacter chloracetimidivorans	71	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	122
Candidatus Accumulibacter phosphatis	285	0	0	0	0	0	0	194	0	166	0	0	0	0	0	0	0	70	0	64	174	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	115	0	1375	0	0	137	0	0	158	114	0	0	0	0	0	0	0	0	0	0	0	0	192	284	543	0	0	0	0	120	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	251	0	132	156
Candidatus Kinetoplastibacterium	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Achromobacter denitrificans	153	0	0	0	0	0	0	250	0	161	0	0	0	0	0	0	0	66	580	61	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	141	0	466	0	0	153	0	0	0	76	0	9258	0	0	0	0	0	0	0	0	0	0	112	218	0	0	289	0	0	134	0	0	0	0	14761	2463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	1280	0	0	0	0	0	199	0	0	0
Achromobacter insolitus	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	3466	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	5569	986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	576	0	0	0	0	0	0	0	0	0
Achromobacter xylosoxidans	543	0	0	0	0	0	0	840	321	655	0	0	0	620	0	0	221	474	1451	387	255	262	468	0	0	259	0	0	474	0	0	0	36	0	0	0	0	0	0	226	0	1287	0	485	416	0	0	311	240	0	20802	0	306	549	0	0	0	0	0	0	0	504	602	0	0	887	0	0	406	0	0	0	159	31032	5291	208	0	471	0	0	0	5175	0	0	387	0	0	216	0	0	543	0	444	0	0	2823	0	0	0	0	0	533	0	287	338
Achromobacter sp. MFA1 R4	137	0	0	0	0	0	0	118	0	108	0	0	0	0	0	0	0	0	3271	0	0	0	215	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	58823	0	0	0	0	0	0	0	0	0	0	0	150	0	0	995	0	0	0	0	0	0	0	97491	14238	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7527	0	0	0	0	0	145	0	0	0
Advenella kashmirensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alcaligenes faecalis	69	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	393	0	0	0	0	0	0	0	0
Bordetella bronchialis	145	0	0	0	0	0	0	211	0	179	0	0	0	0	0	0	0	65	0	51	0	0	0	0	0	207	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	106	0	0	0	0	433	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	144	0
