KO_gene	Gene_name	Pathway
K00245  frdB	succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00246  frdC	succinate dehydrogenase subunit C	ko00620 Pyruvate metabolism [PATH:ko00620]
K00247  frdD	succinate dehydrogenase subunit D	ko00620 Pyruvate metabolism [PATH:ko00620]
K00233  frdA, fdrA	succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1 7.1.1.12]	ko00620 Pyruvate metabolism [PATH:ko00620]
K25995  frdB, fdrB	succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1 7.1.1.12]	ko00620 Pyruvate metabolism [PATH:ko00620]
K25996  frdC, fdrC	succinate dehydrogenase subunit C	ko00620 Pyruvate metabolism [PATH:ko00620]
K22212  mleA, mleS	malolactic enzyme [EC:4.1.1.101]	ko00620 Pyruvate metabolism [PATH:ko00620]
K01595  ppc	phosphoenolpyruvate carboxylase [EC:4.1.1.31]	ko00620 Pyruvate metabolism [PATH:ko00620]
K01596  E4.1.1.32, pckA, PCK	phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]	ko00620 Pyruvate metabolism [PATH:ko00620]
K20370  PEPCK	phosphoenolpyruvate carboxykinase (diphosphate) [EC:4.1.1.38]	ko00620 Pyruvate metabolism [PATH:ko00620]
K01610  E4.1.1.49, pckA	phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]	ko00620 Pyruvate metabolism [PATH:ko00620]
K01006  ppdK	pyruvate, orthophosphate dikinase [EC:2.7.9.1]	ko00620 Pyruvate metabolism [PATH:ko00620]
K01007  pps, ppsA	pyruvate, water dikinase [EC:2.7.9.2]	ko00620 Pyruvate metabolism [PATH:ko00620]
K01638  aceB, glcB	malate synthase [EC:2.3.3.9]	ko00620 Pyruvate metabolism [PATH:ko00620]
K00626  ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ko00620 Pyruvate metabolism [PATH:ko00620]
K01649  leuA, IMS	2-isopropylmalate synthase [EC:2.3.3.13]	ko00620 Pyruvate metabolism [PATH:ko00620]
K01655  LYS21, LYS20	homocitrate synthase [EC:2.3.3.14]	ko00620 Pyruvate metabolism [PATH:ko00620]
K02594  nifV	homocitrate synthase NifV [EC:2.3.3.14]	ko00620 Pyruvate metabolism [PATH:ko00620]
K10977  aksA	methanogen homocitrate synthase [EC:2.3.3.14 2.3.3.-]	ko00620 Pyruvate metabolism [PATH:ko00620]
K01637  E4.1.3.1, aceA	isocitrate lyase [EC:4.1.3.1]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K01895  ACSS1_2, acs	acetyl-CoA synthetase [EC:6.2.1.1]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K01913  AAE7, ACN1	acetate/butyrate---CoA ligase [EC:6.2.1.1 6.2.1.2]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K01638  aceB, glcB	malate synthase [EC:2.3.3.9]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K00025  MDH1	malate dehydrogenase [EC:1.1.1.37]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K00026  MDH2	malate dehydrogenase [EC:1.1.1.37]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K00024  mdh	malate dehydrogenase [EC:1.1.1.37]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K01647  CS, gltA	citrate synthase [EC:2.3.3.1]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K01681  ACO, acnA	aconitate hydratase [EC:4.2.1.3]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K01682  acnB	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K08692  mtkB	malate-CoA ligase subunit alpha [EC:6.2.1.9]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K14067  mtkA	malate-CoA ligase subunit beta [EC:6.2.1.9]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K00626  ACAT, atoB	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K00023  phbB	acetoacetyl-CoA reductase [EC:1.1.1.36]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K17865  croR	3-hydroxybutyryl-CoA dehydratase [EC:4.2.1.55]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K14446  ccr	crotonyl-CoA carboxylase/reductase [EC:1.3.1.85]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K05606  MCEE, epi	methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K14447  ecm	ethylmalonyl-CoA mutase [EC:5.4.99.63]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K14448  mcd	(2S)-methylsuccinyl-CoA dehydrogenase [EC:1.3.8.12]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K14449  mch, mcd	2-methylfumaryl-CoA hydratase [EC:4.2.1.148]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K08691  mcl	malyl-CoA/(S)-citramalyl-CoA lyase [EC:4.1.3.24 4.1.3.25]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K14451  mcl2	(3S)-malyl-CoA thioesterase [EC:3.1.2.30]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K01965  PCCA, pccA	propionyl-CoA carboxylase alpha chain [EC:6.4.1.3]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K01966  PCCB, pccB	propionyl-CoA carboxylase beta chain [EC:6.4.1.3 2.1.3.15]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K11263  bccA, pccA	acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K18472  accD6	acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K19312  pccB	acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K22568  pccX	acetyl-CoA/propionyl-CoA carboxylase, PccX subunit [EC:6.4.1.2 6.4.1.3]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K01964  K01964	acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K15036  K15036	acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3 2.1.3.15]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K15037  K15037	biotin carboxyl carrier protein	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K01847  MUT	methylmalonyl-CoA mutase [EC:5.4.99.2]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K01849  E5.4.99.2B, mcmA2	methylmalonyl-CoA mutase, C-terminal domain [EC:5.4.99.2]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K01848  E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain [EC:5.4.99.2]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K19268  glmE, mutE, mamB	methylaspartate mutase epsilon subunit [EC:5.4.99.1]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K01846  glmS, mutS, mamA	methylaspartate mutase sigma subunit [EC:5.4.99.1]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K04835  mal	methylaspartate ammonia-lyase [EC:4.3.1.2]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K19280  mct	succinyl-CoA:mesaconate CoA transferase [EC:2.8.3.26]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K19281  mcl	beta-methylmalyl-CoA/(S)-malyl-CoA lyase [EC:4.1.3.24]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K19282  aceB	bifunctional (S)-malyl-CoA lyase/thioesterase [EC:4.1.3.24 3.1.2.30]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K00104  glcD	glycolate dehydrogenase FAD-linked subunit [EC:1.1.99.14]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K11472  glcE	glycolate dehydrogenase FAD-binding subunit [EC:1.1.99.14]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K11473  glcF	glycolate dehydrogenase iron-sulfur subunit [EC:1.1.99.14]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K11517  HAO	(S)-2-hydroxy-acid oxidase [EC:1.1.3.15]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K03781  katE, CAT, catB, srpA	catalase [EC:1.11.1.6]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K00015  gyaR, GOR1	glyoxylate reductase [EC:1.1.1.26]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K00049  GRHPR	glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K15919  HPR2_3	glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K18121  GLYR	glyoxylate/succinic semialdehyde reductase [EC:1.1.1.79 1.1.1.-]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K12972  ghrA	glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K00090  ghrB	glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K00018  hprA	glycerate dehydrogenase [EC:1.1.1.29]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K15893  HPR1	glycerate dehydrogenase [EC:1.1.1.29]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K22982  K22982	hydroxypyruvate reductase [EC:1.1.1.81]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K19269  PGP, PGLP	phosphoglycolate phosphatase [EC:3.1.3.18 3.1.3.48]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K01091  gph	phosphoglycolate phosphatase [EC:3.1.3.18]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K22223  pgp	phosphoglycolate phosphatase [EC:3.1.3.18]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K01601  rbcL, cbbL	ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K01602  rbcS, cbbS	ribulose-bisphosphate carboxylase small chain [EC:4.1.1.39]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K00830  AGXT	alanine-glyoxylate transaminase / serine-glyoxylate transaminase / serine-pyruvate transaminase [EC:2.6.1.44 2.6.1.45 2.6.1.51]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K14272  GGAT	glutamate--glyoxylate aminotransferase [EC:2.6.1.4 2.6.1.2 2.6.1.44]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K00284  GLU, gltS	glutamate synthase (ferredoxin) [EC:1.4.7.1]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K01915  glnA, GLUL	glutamine synthetase [EC:6.3.1.2]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K00600  glyA, SHMT	glycine hydroxymethyltransferase [EC:2.1.2.1]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K00281  GLDC, gcvP	glycine dehydrogenase [EC:1.4.4.2]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K00282  gcvPA	glycine dehydrogenase subunit 1 [EC:1.4.4.2]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K00283  gcvPB	glycine dehydrogenase subunit 2 [EC:1.4.4.2]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K00605  gcvT, AMT	aminomethyltransferase [EC:2.1.2.10]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K00382  DLD, lpd, pdhD	dihydrolipoamide dehydrogenase [EC:1.8.1.4]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K02437  gcvH, GCSH	glycine cleavage system H protein	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K01608  gcl	tartronate-semialdehyde synthase [EC:4.1.1.47]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K01816  hyi, gip	hydroxypyruvate isomerase [EC:5.3.1.22]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K00042  garR, glxR	2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K00865  glxK, garK	glycerate 2-kinase [EC:2.7.1.165]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K11529  gck, gckA, GLYCTK	glycerate 2-kinase [EC:2.7.1.165]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K15918  GLYK	D-glycerate 3-kinase [EC:2.7.1.31]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K07248  aldA	lactaldehyde dehydrogenase / glycolaldehyde dehydrogenase [EC:1.2.1.22 1.2.1.21]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K00048  fucO	lactaldehyde reductase [EC:1.1.1.77]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K03779  ttdA	L(+)-tartrate dehydratase alpha subunit [EC:4.2.1.32]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K03780  ttdB	L(+)-tartrate dehydratase beta subunit [EC:4.2.1.32]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K07246  ttuC, dmlA	tartrate dehydrogenase/decarboxylase / D-malate dehydrogenase [EC:1.1.1.93 4.1.1.73 1.1.1.83]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K01625  eda	2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K18123  HOGA1	4-hydroxy-2-oxoglutarate aldolase [EC:4.1.3.16]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K01616  kgd	multifunctional 2-oxoglutarate metabolism enzyme [EC:2.2.1.5 4.1.1.71 1.2.4.2 2.3.1.61]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K01569  oxdD	oxalate decarboxylase [EC:4.1.1.2]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K00122  FDH	formate dehydrogenase [EC:1.17.1.9]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K00126  fdsD	formate dehydrogenase subunit delta [EC:1.17.1.9]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K00123  fdoG, fdhF, fdwA	formate dehydrogenase major subunit [EC:1.17.1.9]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K22515  fdwB	formate dehydrogenase beta subunit [EC:1.17.1.9]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K00124  fdoH, fdsB	formate dehydrogenase iron-sulfur subunit	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K00127  fdoI, fdsG	formate dehydrogenase subunit gamma	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K01432  AFMID	arylformamidase [EC:3.5.1.9]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K14263  BNA7	kynurenine formamidase [EC:3.5.1.9]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K07130  kynB	arylformamidase [EC:3.5.1.9]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K01433  purU	formyltetrahydrofolate deformylase [EC:3.5.1.10]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K01455  E3.5.1.49	formamidase [EC:3.5.1.49]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K25305  dmfA1	N,N-dimethylformamidase small subunit [EC:3.5.1.56]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K03418  dmfA2	N,N-dimethylformamidase large subunit [EC:3.5.1.56]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K01458  hutG	N-formylglutamate deformylase [EC:3.5.1.68]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K22133  AAE3	oxalate---CoA ligase [EC:6.2.1.8]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K01577  oxc	oxalyl-CoA decarboxylase [EC:4.1.1.8]	ko00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
K01895  ACSS1_2, acs	acetyl-CoA synthetase [EC:6.2.1.1]	ko00640 Propanoate metabolism [PATH:ko00640]
K01908  ACSS3, prpE	propionyl-CoA synthetase [EC:6.2.1.17]	ko00640 Propanoate metabolism [PATH:ko00640]
K01026  pct	propionate CoA-transferase [EC:2.8.3.1]	ko00640 Propanoate metabolism [PATH:ko00640]
K01905  acdA	acetate---CoA ligase (ADP-forming) subunit alpha [EC:6.2.1.13]	ko00640 Propanoate metabolism [PATH:ko00640]
K22224  acdB	acetate---CoA ligase (ADP-forming) subunit beta [EC:6.2.1.13]	ko00640 Propanoate metabolism [PATH:ko00640]
K24012  acdAB	acetate---CoA ligase (ADP-forming) [EC:6.2.1.13]	ko00640 Propanoate metabolism [PATH:ko00640]
K00925  ackA	acetate kinase [EC:2.7.2.1]	ko00640 Propanoate metabolism [PATH:ko00640]
K00932  tdcD	propionate kinase [EC:2.7.2.15]	ko00640 Propanoate metabolism [PATH:ko00640]
K19697  pduW	propionate kinase [EC:2.7.2.15]	ko00640 Propanoate metabolism [PATH:ko00640]
K00625  pta	phosphate acetyltransferase [EC:2.3.1.8]	ko00640 Propanoate metabolism [PATH:ko00640]
K13788  pta	phosphate acetyltransferase [EC:2.3.1.8]	ko00640 Propanoate metabolism [PATH:ko00640]
K15024  K15024	putative phosphotransacetylase [EC:2.3.1.8]	ko00640 Propanoate metabolism [PATH:ko00640]
K13923  pduL	phosphate propanoyltransferase [EC:2.3.1.222]	ko00640 Propanoate metabolism [PATH:ko00640]
K00166  BCKDHA, bkdA1	2-oxoisovalerate dehydrogenase E1 component alpha subunit [EC:1.2.4.4]	ko00640 Propanoate metabolism [PATH:ko00640]
K00167  BCKDHB, bkdA2	2-oxoisovalerate dehydrogenase E1 component beta subunit [EC:1.2.4.4]	ko00640 Propanoate metabolism [PATH:ko00640]
K11381  bkdA	2-oxoisovalerate dehydrogenase E1 component [EC:1.2.4.4]	ko00640 Propanoate metabolism [PATH:ko00640]
K09699  DBT, bkdB	2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) [EC:2.3.1.168]	ko00640 Propanoate metabolism [PATH:ko00640]
K00382  DLD, lpd, pdhD	dihydrolipoamide dehydrogenase [EC:1.8.1.4]	ko00640 Propanoate metabolism [PATH:ko00640]
K00169  porA	pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]	ko00640 Propanoate metabolism [PATH:ko00640]
K00170  porB	pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1]	ko00640 Propanoate metabolism [PATH:ko00640]
K00172  porC, porG	pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]	ko00640 Propanoate metabolism [PATH:ko00640]
K00189  vorG, porG	2-oxoisovalerate/pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.7 1.2.7.1]	ko00640 Propanoate metabolism [PATH:ko00640]
K00171  porD	pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1]	ko00640 Propanoate metabolism [PATH:ko00640]
K00656  E2.3.1.54, pflD	formate C-acetyltransferase [EC:2.3.1.54]	ko00640 Propanoate metabolism [PATH:ko00640]
K00248  ACADS, bcd	butyryl-CoA dehydrogenase [EC:1.3.8.1]	ko00640 Propanoate metabolism [PATH:ko00640]
K00232  E1.3.3.6, ACOX1, ACOX3	acyl-CoA oxidase [EC:1.3.3.6]	ko00640 Propanoate metabolism [PATH:ko00640]
K19745  acuI	acrylyl-CoA reductase (NADPH) [EC:1.3.1.-]	ko00640 Propanoate metabolism [PATH:ko00640]
K20143  acrC	acrylyl-CoA reductase (NADH) [EC:1.3.1.95]	ko00640 Propanoate metabolism [PATH:ko00640]
K20626  lcdA	lactoyl-CoA dehydratase subunit alpha [EC:4.2.1.54]	ko00640 Propanoate metabolism [PATH:ko00640]
K20627  lcdB	lactoyl-CoA dehydratase subunit beta [EC:4.2.1.54]	ko00640 Propanoate metabolism [PATH:ko00640]
K01692  paaF, echA	enoyl-CoA hydratase [EC:4.2.1.17]	ko00640 Propanoate metabolism [PATH:ko00640]
K01825  fadB	3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8]	ko00640 Propanoate metabolism [PATH:ko00640]
K01782  fadJ	3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]	ko00640 Propanoate metabolism [PATH:ko00640]
K07515  HADHA	enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.211]	ko00640 Propanoate metabolism [PATH:ko00640]
K07514  EHHADH	enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase [EC:4.2.1.17 1.1.1.35 5.3.3.8]	ko00640 Propanoate metabolism [PATH:ko00640]
K07511  ECHS1	enoyl-CoA hydratase [EC:4.2.1.17]	ko00640 Propanoate metabolism [PATH:ko00640]
K14729  FOX2	multifunctional beta-oxidation protein [EC:4.2.1.- 1.1.1.-]	ko00640 Propanoate metabolism [PATH:ko00640]
K05605  HIBCH	3-hydroxyisobutyryl-CoA hydrolase [EC:3.1.2.4]	ko00640 Propanoate metabolism [PATH:ko00640]
K23146  HPD1	3-hydroxyisobutyrate/3-hydroxypropionate dehydrogenase [EC:1.1.1.31 1.1.1.59]	ko00640 Propanoate metabolism [PATH:ko00640]
K11262  ACACA	acetyl-CoA carboxylase / biotin carboxylase 1 [EC:6.4.1.2 6.3.4.14 2.1.3.15]	ko00640 Propanoate metabolism [PATH:ko00640]
K01946  ACACB	acetyl-CoA carboxylase / biotin carboxylase 2 [EC:6.4.1.2 6.3.4.14 2.1.3.15]	ko00640 Propanoate metabolism [PATH:ko00640]
K01962  accA	acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]	ko00640 Propanoate metabolism [PATH:ko00640]
K02160  accB, bccP	acetyl-CoA carboxylase biotin carboxyl carrier protein	ko00640 Propanoate metabolism [PATH:ko00640]
K01961  accC	acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	ko00640 Propanoate metabolism [PATH:ko00640]
K01963  accD	acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15]	ko00640 Propanoate metabolism [PATH:ko00640]
K11263  bccA, pccA	acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]	ko00640 Propanoate metabolism [PATH:ko00640]
K18472  accD6	acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15]	ko00640 Propanoate metabolism [PATH:ko00640]
K19312  pccB	acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit [EC:6.4.1.2 6.4.1.3 2.1.3.15]	ko00640 Propanoate metabolism [PATH:ko00640]
K22568  pccX	acetyl-CoA/propionyl-CoA carboxylase, PccX subunit [EC:6.4.1.2 6.4.1.3]	ko00640 Propanoate metabolism [PATH:ko00640]
K01964  K01964	acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3]	ko00640 Propanoate metabolism [PATH:ko00640]
K15036  K15036	acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3 2.1.3.15]	ko00640 Propanoate metabolism [PATH:ko00640]
K15037  K15037	biotin carboxyl carrier protein	ko00640 Propanoate metabolism [PATH:ko00640]
K01578  MLYCD	malonyl-CoA decarboxylase [EC:4.1.1.9]	ko00640 Propanoate metabolism [PATH:ko00640]
K03416  E2.1.3.1-5S	methylmalonyl-CoA carboxyltransferase 5S subunit [EC:2.1.3.1]	ko00640 Propanoate metabolism [PATH:ko00640]
K17489  E2.1.3.1-12S	methylmalonyl-CoA carboxyltransferase 12S subunit [EC:2.1.3.1]	ko00640 Propanoate metabolism [PATH:ko00640]
K17490  E2.1.3.1-1.3S	methylmalonyl-CoA carboxyltransferase 1.3S subunit [EC:2.1.3.1]	ko00640 Propanoate metabolism [PATH:ko00640]
K14468  mcr	malonyl-CoA reductase / 3-hydroxypropionate dehydrogenase (NADP+) [EC:1.2.1.75 1.1.1.298]	ko00640 Propanoate metabolism [PATH:ko00640]
K00823  puuE	4-aminobutyrate aminotransferase [EC:2.6.1.19]	ko00640 Propanoate metabolism [PATH:ko00640]
K07250  gabT	4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]	ko00640 Propanoate metabolism [PATH:ko00640]
K13524  ABAT	4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase [EC:2.6.1.19 2.6.1.22]	ko00640 Propanoate metabolism [PATH:ko00640]
K00822  E2.6.1.18	beta-alanine--pyruvate transaminase [EC:2.6.1.18]	ko00640 Propanoate metabolism [PATH:ko00640]
K25571  pydD	beta-alanine---2-oxoglutarate transaminase [EC:2.6.1.120]	ko00640 Propanoate metabolism [PATH:ko00640]
K01965  PCCA, pccA	propionyl-CoA carboxylase alpha chain [EC:6.4.1.3]	ko00640 Propanoate metabolism [PATH:ko00640]
K01966  PCCB, pccB	propionyl-CoA carboxylase beta chain [EC:6.4.1.3 2.1.3.15]	ko00640 Propanoate metabolism [PATH:ko00640]
K18426  ECHDC1	ethylmalonyl-CoA/methylmalonyl-CoA decarboxylase [EC:4.1.1.94 4.1.1.-]	ko00640 Propanoate metabolism [PATH:ko00640]
